record_id,group,title,source_page_original_link,direct_download_link,local_path,fluorescence,medical_scene,usable_for_training,notes,download_status,error_or_note,size_bytes,sha256,downloaded_at_utc
OFDVDNET_011,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125008-000021-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,76559646,,
OFDVDNET_012,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125129-000024-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,87898584,,
OFDVDNET_013,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125329-000027-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,79480546,,
OFDVDNET_014,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125458-000030-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,73878695,,
OFDVDNET_015,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125621-000033-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,75245353,,
OFDVDNET_016,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125749-000036-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,72935565,,
OFDVDNET_017,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-125913-000039-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,76361146,,
OFDVDNET_018,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130045-000042-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,56051727,,
OFDVDNET_019,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130202-000045-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,36827554,,
OFDVDNET_020,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130706-000003-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,69668896,,
OFDVDNET_021,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-130832-000006-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,87910119,,
OFDVDNET_022,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131024-000009-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,18231467,,
OFDVDNET_023,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131158-000014-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,88614326,,
OFDVDNET_024,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131441-000017-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,49430806,,
OFDVDNET_025,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131630-000020-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,85907551,,
OFDVDNET_026,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131821-000023-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,72859212,,
OFDVDNET_027,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-131944-000026-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,77671477,,
OFDVDNET_028,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132119-000029-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,48392418,,
OFDVDNET_029,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132231-000032-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,96999332,,
OFDVDNET_030,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132432-000035-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,44330420,,
OFDVDNET_032,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132704-000041-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,55057121,,
OFDVDNET_033,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132817-000044-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,49022756,,
OFDVDNET_034,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-132923-000047-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,74778806,,
OFDVDNET_035,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-133049-000050-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,76338542,,
OFDVDNET_036,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-133219-000051-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,66266508,,
OFDVDNET_037,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-133354-000054-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,39165527,,
OFDVDNET_038,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-133844-000003-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,46615024,,
OFDVDNET_039,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-134001-000006-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,61356233,,
OFDVDNET_040,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-134139-000008-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,42523611,,
OFDVDNET_041,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-134436-000013-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,37746570,,
OFDVDNET_042,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-134653-000014-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,48325008,,
OFDVDNET_043,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-134859-000017-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,60858968,,
OFDVDNET_044,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135026-000020-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,85882946,,
OFDVDNET_045,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135217-000023-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,40972651,,
OFDVDNET_046,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135327-000026-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,11238806,,
OFDVDNET_047,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135421-000029-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,48527245,,
OFDVDNET_048,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135546-000032-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,84064505,,
OFDVDNET_049,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135751-000034-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,56898402,,
OFDVDNET_050,fluorescence_proxy_ofdvdnet,OFDVDnet fluorescence-guided surgery proxy video,https://datadryad.org/dataset/doi:10.5061/dryad.v6wwpzh3w,https://datadryad.org/downloads/file_stream/3078626,C:\Users\876762330\Desktop\projects\osteo-vision\research\datasets\public-candidates\d046_fluorescence_osteomyelitis_videos\raw\fluorescence_proxy\ofdvdnet_dryad_v6wwpzh3w\extracted\OL-2021-07-20-135910-000037-record.mp4,yes,mock chicken-thigh fluorescence-guided surgery,enhancement_or_self_supervised_only,OFDVDnet mock chicken-thigh FGS proxy; not jaw osteomyelitis or real intraoperative target-domain data.,exists,,43285601,,
